#7000And1 #7000And1
#Adaptxt #Adaptxt
#BBC #BBC
#BBCALBA #BBCALBA
#BBCAlba #BBCAlba
#BBCRNG #BBCRNG
#BBCRadionanGaidheal #BBCRadionanGaidheal
#BBCRnG #BBCRnG
#Blas13 #Blas13
#Blas2013 #Blas2013
#Buille #Buille
#Celtic #Celtic
#Christmas #Christmas
#Cymraeg #Cymraeg
#Edinburgh #Edinburgh
#FF #FF
#Firefox #Firefox
#Folk #Folk
#Frysk #Frysk
#Fuaim #Fuaim
#Gaeilge #Gaeilge
#Gaelg #Gaelg
#Gaelic #Gaelic
#Glasgow #Glasgow
#Gàidhlig #Gàidhlig
#Hebrides #Hebrides
#Irish #Irish
#Islay #Islay
#Kernewek #Kernewek
#LibreOffice #LibreOffice
#Mòd #Mòd
#OiPolloi #OiPolloi
#PDConf #PDConf
#RNG #RNG
#Rapal #Rapal
#RunKeeper #RunKeeper
#SMO #SMO
#SP #SP
#SP4 #SP4
#Scotland #Scotland
#Skye #Skye
#SongForToday #SongForToday
#Theatre #Theatre
#Uibhist #Uibhist
#abairthusa #abairthusa
#aland #aland
#anam #anam
#anla #anla
#bbc #bbc
#bbcalba #bbcalba
#blackpool #blackpool
#books #books
#ceol #ceol
#craic #craic
#cymraeg #cymraeg
#cymru #cymru
#dubhisgorm #dubhisgorm
#ff #ff
#ga #ga
#gaeilge #gaeilge
#gael #gael
#gaelg #gaelg
#gaelic #gaelic
#gaidhl #gaidhl
#glasgow #glasgow
#gàidhlig #gàidhlig
#holyrood #holyrood
#imld14 #imld14
#indyref #indyref
#islandfootie #islandfootie
#learngaelic #learngaelic
#pdconf #pdconf
#rnag #rnag
#rng #rng
#runrig #runrig
#scotland #scotland
#sp11 #sp11
#sp4 #sp4
#starlink #starlink
#ulpangaelic #ulpangaelic
#vorarlberg #vorarlberg
#Ìle #Ìle
#Ùlpan #Ùlpan
iarainn iarainn
iarann iarann
iarannan iarainn
iarannan iarann
iarla iarla
iarlachan iarlaí
iarlachd iarlacht
iarlachd iarlachta
iarlan iarlaí
iarradair iarrthóir
iarradair iarrthóra
iarradairean iarrthóirí
iarrainn iarainn
iarrann iarann
iarrannan iarainn
iarrannan iarann
iaruinn iarainn
iarunn iarann
iarunnan iarainn
iarunnan iarann
iasg iasc
iasgair iascaire
iasgaireachd iascaireacht
iasgaireachd iascaireachta
iasgairean iascairí
ic ic
iceach íceach
iceach íceacha
icich ícigh
iciche ící
idea idea
identification identification
ifrinn ifreann
ifrinn t-ifreann
ifrinne ifrinn
ii ii
iii iii
imagination imagination
ime ime
in in
ina ina
indeed indeed
induction induction
infection infection
info info
information information
inns inis
inns n-inis
innseadh insíodh
innseadh n-insíodh
innseam insím
innseam n-insím
innseamaid insímis
innseamaid n-insímis
innsear inseofar
innsear insítear
innsear n-insítear
innsibh insígí
innsibh n-insígí
innsidh inseoidh
innsidh n-inseoidh
innste inste
innte innti
inntinneil intinne
inntinneile intinne
inspiration inspiration
instruction instruction
intention intention
interesting interesting
into into
introduction introduction
iom-thionndadh inbhéartú
iom-thionndaidh inbhéartaithe
iomad iolraí
iomadan iolraithe
iomaid iolraí
iomarat éimíríocht
ionadail áitiúil
ionadail áitiúla
ionadaile áitiúla
ionadal áitiúil
ionadal áitiúla
ionnad ionat
ionnadsa ionatsa
ionnaibh ionaibh
ionnaibhse ionaibhse
ionnainn ionainn
ionnainne ionainne
ionnam ionam
ionnamsa ionamsa
ionnta iontu
ionntasan iontusan
is is
isn't isn't
it it
it's it's
its its
jazz shnagcheoil
jazz shnagcheol
jazz snagcheoil
jazz snagcheol
jazz tsnagcheoil
job job
joo joo
jpg jpg
judicialisation judicialisation
junction junction
just just
k k
keep keep
kg kg
km km
km2 km2
know know
kokey kokey
l'Education l'Education
la lá
lad lad
lainns seoladh
lainns seolta
lainns sheoladh
lainns sheolta
lainns tseolta
lainnsean seoltaí
lainnsean sheoltaí
laithean laethanta
land land
language language
languages languages
last last
late late
latest latest
lath' lae
lath' lá
latha lae
latha lá
lathaichean laethanta
launch launch
ld ld
leam liom
leam-sa liomsa
leamsa liomsa
lean lean
leanadh leanadh
leanadh leanfadh
leanaibh leanaigí
leanaidh leanfaidh
leanainn leanfainn
leanam leanaim
leanamaid leanaimis
leanamaid leanfaimis
leanar leanfar
leanar leantar
leanas leanfaidh
leanta leanta
leap leap
learners learners
learning learning
leat leat
leat-sa leatsa
leath' léi
leatha léi
leathase léise
leatsa leatsa
led le do
left left
legislation legislation
leibh libh
leibhse libhse
leig lig
leigeadh ligeadh
leigeadh ligfeadh
leigeam ligim
leigeamaid ligfimis
leigeamaid ligimis
leigear ligfear
leigear ligtear
leigeas ligfidh
leigibh ligigí
leigidh ligfidh
leiginn ligfinn
leigte ligthe
leinn linn
leinne linne
leis leis
leis-san leis-sean
lem le mo
lem leis an
len leis an
lenition lenition
leo leo
leosan leosan
leotha leo
leothasan leosan
ler lenár
lesh lesh
leud leithead
leud-bainne bandaleithead
leud-bainne bhandaleithead
leud-bainne mbandaleithead
leudan leithead
leudan leithid
leugh léigh
leughadh léadh
leughadh léifeadh
leughaibh léigí
leughaidh léifidh
leughainn léifinn
leugham léim
leughamaid léifimis
leughamaid léimis
leughar léifear
leughar léitear
leughas léifidh
leughta léite
leòid leithid
leòid-bainne bandaleithid
leòid-bainne bhandaleithid
leòid-bainne mbandaleithid
leòtha leo
leòthasan leosan
libh libh
libhse libhse
life life
like like
liked liked
line line
link link
linn linn
linne linne
liom liom
liomsa liomsa
lit lit
little little
live live
localisation localisation
loidhne-thilgidh líne theilgeach
look look
looking looking
love love
lovely lovely
luck luck
lunch lunch
lur le bhur
là lá
làithean laethanta
làithibh laethanta
làtha lae
lá lá
lèama leama
lèamaichean leamaí
m'Abchais m'Abcáise
m'Abchas m'Abcáis
m'Abchasach m'Abcásach
m'Abchasaich m'Abcásach
m'Abchasaich m'Abcásaigh
m'Abchasais m'Abcáisis
m'Abchasaise m'Abcáisise
m'Abhainn m'Abhainn
m'Abharsair m'Áibhirseoir
m'Abharsair m'Áibhirseora
m'Abstoil m'Aspail
m'Abstol m'Aspal
m'Abstolan m'Aspail
m'Abstolan m'Aspal
m'Acadamaidh m'Acadaimh
m'Acadamaidh m'Acadamh
m'Afraganach m'Afracach
m'Afraganaich m'Afracach
m'Afraganaich m'Afracaigh
m'Aibhne m'Abhann
m'Aimearaga Meiriceá
m'Aimearagaidh Meiriceá
m'Aimearagaidhe Meiriceá
m'Aimearaganach Meiriceánach
m'Aimearaganaich Meiriceánach
m'Aimearaganaich Meiriceánaigh
m'Aimeireaga Meiriceá
m'Aimeireaganach Meiriceánach
m'Aimeireaganaich Meiriceánach
m'Aimeireaganaich Meiriceánaigh
m'Aisia m'Áise
m'Alba m'Albain
m'Albainn m'Alban
m'Albanach m'Albanach
m'Albanaich m'Albanach
m'Albanaich m'Albanaigh
m'Albann m'Alban
m'Albannach m'Albanach
m'Albannaich m'Albanach
m'Albannaich m'Albanaigh
m'Albàinia m'Albáin
m'Albàinia m'Albáine
m'Albàinianach m'Albánach
m'Albàinianaich m'Albánach
m'Albàinianaich m'Albánaigh
m'Amaireaganach Meiriceánach
m'Amaireaganaich Meiriceánach
m'Amaireaganaich Meiriceánaigh
m'Ameireaga Meiriceá
m'Ameireagaidh Meiriceá
m'Ameireaganach Meiriceánach
m'Ameireaganaich Meiriceánach
m'Ameireaganaich Meiriceánaigh
m'Americanach Meiriceánach
m'Americanaich Meiriceánach
m'Americanaich Meiriceánaigh
m'Angola m'Angóla
m'Angòla m'Angóla
m'Angòlach m'Angólach
m'Angòlaich m'Angólach
m'Angòlaich m'Angólaigh
m'Angóla m'Angóla
m'Angólach m'Angólach
m'Angólaich m'Angólach
m'Angólaich m'Angólaigh
m'Astràilianach m'Astrálach
m'Astràilianaich m'Astrálach
m'Astràilianaich m'Astrálaigh
m'Athair m'Athair
m'Athar m'Athar
m'Eabhra m'Eabhrais
m'Eabhra m'Eabhraise
m'Eabhrach m'Eabhrach
m'Eabhraich m'Eabhrach
m'Eabhraich m'Eabhraigh
m'Eabhraidheach m'Iosraeilíteach
m'Eabhraidhich m'Iosraeilíteach
m'Eabhraidhich m'Iosraeilítigh
m'Eabhrais m'Eabhrais
m'Eabhrais m'Eabhraise
m'Eacuador m'Eacuadór
m'Eadailt m'Iodáil
m'Eadailt m'Iodáile
m'Eadailteach m'Iodálach
m'Eadailtich m'Iodálach
m'Eadailtich m'Iodálaigh
m'Eadar-lìn m'Idirlín
m'Eadar-lìon m'Idirlíon
m'Eadarlìn m'Idirlín
m'Eadarlìon m'Idirlíon
m'Ecuador m'Eacuadór
m'Eilbheiseach m'Eilvéiseach
m'Eilbheisich m'Eilvéiseach
m'Eilbheisich m'Eilvéisigh
m'Eilean m'Oileán
m'Eileanan m'Oileáin
m'Eileanan m'Oileán
m'Eilein m'Oileáin
m'Eireann m'Éireann
m'Eireannach m'Éireannach
m'Eireannaich m'Éireannach
m'Eireannaich m'Éireannaigh
m'Eirinn m'Éire
m'Eòlaiche m'Eolaí
m'Eòrpach m'Eorpach
m'Eòrpaich m'Eorpach
m'Eòrpaich m'Eorpaigh
m'Iaimeuca m'Iamáice
m'Iameuga m'Iamáice
m'Iarann-aois m'Iarannaois
m'Iarann-aoise m'Iarannaoise
m'Iarla m'Iarla
m'Iarlachan m'Iarlaí
m'Iarusalem m'Iarúsailéim
m'Iomarait m'Éimíríochta
m'Iomarat m'Éimíríocht
m'Iomaratan m'Éimíríochtaí
m'Iupatair m'Iúpatair
m'Iupatar m'Iúpatar
m'Oidhche m'Oíche
m'Oifis m'Oifig
m'Oifise m'Oifige
m'Oifisean m'Oifigí
m'Oilthigh m'Ollscoil
m'Oilthigh m'Ollscoile
m'Ostair m'Ostair
m'Ostair m'Ostaire
m'Ostaire m'Ostaire
m'Ostaireach m'Ostarach
m'Ostairich m'Ostarach
m'Ostairich m'Ostaraigh
m'ab m'ab
m'aba m'ab
m'aba m'aba
m'abacais m'abacais
m'abacas m'abacas
m'abacasan m'abacais
m'abacasan m'abacas
m'abachadh m'aibiú
m'abachaidh m'aibithe
m'abachan m'abaí
m'abaid mainistir
m'abaide mainistreach
m'abaideachd m'abacht
m'abaideachd m'abachta
m'abaidean mainistreacha
m'abair cumair
m'abair m'abair
m'abairean cumair
m'abairean cumar
m'abairean m'abair
m'abairean m'abar
m'abairt frása
m'abairt m'abairt
m'abairt nath
m'abairte frása
m'abairte m'abairte
m'abairte natha
m'abairtean frásaí
m'abairtean m'abairtí
m'abairtean nathanna
m'abaltachd m'ábaltacht
m'abaltachd m'ábaltachta
m'abar cumar
m'abar m'abar
m'abartachd cabantacht
m'abartachd cabantachta
m'abhag brocaire
m'abhagan brocairí
m'abhaig brocaire
m'abhainn m'abhainn
m'abhainne m'abhann
m'abhaist gnáth
m'abhaiste gnáith
m'abhaistean gnáth
m'abhaistean gnátha
m'abharsair m'áibhirseoir
m'abharsair m'áibhirseora
m'abharsairean m'áibhirseoirí
m'abhlain m'abhlainne
m'abhlan m'abhlann
m'abhlanan m'abhlann
m'abhlanan m'abhlanna
m'abhrais m'abhrais
m'abhras m'abhras
m'abhsadh laghdú
m'abhsaidh laghdaithe
m'abhuinn m'abhainn
m'ablach m'ablach
m'ablaich m'ablach
m'ablaich m'ablaigh
m'ablatach m'ochslaíoch
m'ablataich m'ochslaígh
m'ablataich m'ochslaíoch
m'abstoil m'aspail
m'abstol m'aspal
m'abstolan m'aspail
m'abstolan m'aspal
m'acadaimh m'acadaimh
m'acadamaidh m'acadaimh
m'acadamaidh m'acadamh
m'acadamaidhean m'acadaimh
m'acadamaidhean m'acadamh
m'acadamh m'acadamh
m'acadamhan m'acadaimh
m'acadamhan m'acadamh
m'acaid m'arraing
m'acaide m'arrainge
m'acaidean m'arraingeacha
m'acain meacan
m'acaine meacain
m'acainean meacain
m'acainean meacan
m'acainn m'acmhainn
m'acainn m'ola
m'acainne m'acmhainne
m'acainne m'ola
m'acainnean m'acmhainní
m'acainnean m'olaí
m'acair m'acra
m'acair m'ancaire
m'acaire m'acra
m'acaire m'ancaire
m'acaireachd m'acraíocht
m'acaireachd m'acraíochta
m'acaireachd m'ancaireacht
m'acaireachd m'ancaireachta
m'acarsaid calafort
m'acarsaid cuan
m'acarsaid m'acarsóid
m'acarsaide calafoirt
m'acarsaide cuain
m'acarsaide m'acarsóide
m'acarsaidean calafoirt
m'acarsaidean calafort
m'acarsaidean cuanta
m'acfhainn m'acmhainn
m'acfhainn m'ola
m'acfhainne m'acmhainne
m'acfhainne m'ola
m'acfhainneachd m'acmhainneacht
m'acfhainneachd m'acmhainneachta
m'acfhainnean m'acmhainní
m'acfhainnean m'olaí
m'acraichean m'acraí
m'acraichean m'ancairí
m'adair haitéara
m'adair haitéir
m'adairean haitéirí
m'adbhair cúise
m'adbhair m'fhátha
m'adbhair m'ábhair
m'adbhar cúis
m'adbhar m'fháth
m'adbhar m'ábhar
m'adbharan cúiseanna
m'adbharan m'fháthanna
m'adbharan m'ábhair
m'adbharan m'ábhar
m'adhbhair cúise
m'adhbhair m'fhátha
m'adhbhair m'ábhair
m'adhbhar cúis
m'adhbhar m'fháth
m'adhbhar m'ábhar
m'adhbharan cúiseanna
m'adhbharan m'fháthanna
m'adhbharan m'ábhair
m'adhbharan m'ábhar
m'aibhne m'abhann
m'aibhneachan m'aibhneacha
m'aibhnichean m'aibhneacha
m'ainm m'ainm
m'ainm-aite logainm
m'ainm-brèige m'ailias
m'ainm-àite logainm
m'ainme m'ainm
m'ainme-aite logainm
m'ainme-àite logainm
m'ainmeachadh m'ainmniú
m'ainmeachaidh m'ainmnithe
m'ainmean m'ainmneacha
m'ainmean-aite logainmneacha
m'ainmean-brèige m'ailiasanna
m'ainmean-àite logainmneacha
m'ainmeannan m'ainmneacha
m'aireamh m'uimhir
m'aireamhan m'uimhreacha
m'aireimh m'uimhreach
m'ait' m'áit
m'aite m'áit
m'aite m'áite
m'aiteachan m'áiteanna
m'aithne m'aithne
m'aithneachadh m'aithint
m'aithneachaidh m'aitheanta
m'alba m'Albain
m'albann m'Alban
m'albatrais m'albatrais
m'albatras m'albatras
m'albatrasan m'albatrais
m'albatrasan m'albatras
m'alcoil m'alcóil
m'alcol m'alcól
m'alcolach m'alcólach
m'alcolachd m'alcólacht
m'alcolachd m'alcólachta
m'alcolaich m'alcólach
m'alcolaich m'alcólaigh
m'algach m'alga
m'algaich m'alga
m'algaich m'algaí
m'am m'am
m'ama m'ama
m'amais m'aidhme
m'amais sprice
m'amanan m'amanna
m'amannan m'amanna
m'amas m'aidhm
m'amas sprioc
m'amasan m'aidhmeanna
m'amasan spriocanna
m'ambaileans m'otharchairr
m'ambaileans m'otharcharr
m'ambaileansan m'otharcharranna
m'ambasaid m'ambasáid
m'ambasaid m'ambasáide
m'ambasaidean m'ambasáidí
m'anail m'anáil
m'anaile m'anála
m'anailean m'análacha
m'anailis m'anailís
m'anailise m'anailíse
m'anailisean m'anailísí
m'analach m'anála
m'anarag m'anarac
m'anaragan m'anarac
m'anaragan m'anaraic
m'anaraig m'anaraic
m'aobhair cúise
m'aobhair m'fhátha
m'aobhair m'ábhair
m'aobhar cúis
m'aobhar m'fháth
m'aobhar m'ábhar
m'aobharan cúiseanna
m'aobharan m'fháthanna
m'aobharan m'ábhair
m'aobharan m'ábhar
m'aodach m'éadach
m'aodaich m'éadaigh
m'aodaich m'éadaí
m'aodaichean m'éadaí
m'aodainn m'aghaidhe
m'aodainnean m'aghaidheanna
m'aodann m'aghaidh
m'aodannan m'aghaidheanna
m'aonachadh m'aontú
m'aonachaidh m'aontaithe
m'arainneachd timpeallacht
m'arainneachd timpeallachta
m'arainneachdan timpeallachtaí
m'arc m'airc
m'arc m'arc
m'athair m'athair
m'athar m'athar
m'atharrachadh m'athrú
m'atharrachaidh m'athraithe
m'atharrachaidhean m'athruithe
m'atharraichean m'athruithe
m'atharraichidhean m'athruithe
m'athraichean m'aithreacha
m'eadar-aghaidh comhéadan
m'eadar-aghaidhe comhéadain
m'eadar-aghaidhean comhéadain
m'eadar-aghaidhean comhéadan
m'eadar-lin m'idirlín
m'eadar-lion m'idirlíon
m'eadar-liontan m'idirlíonta
m'eadar-lìn m'idirlín
m'eadar-lìon m'idirlíon
m'eadar-lìontan m'idirlíonta
m'eadarlìn m'idirlín
m'eadarlìon m'idirlíon
m'eadarlìontan m'idirlíonta
m'eadra-lìn m'inlín
m'eadra-lìon m'inlíon
m'eadra-lìontan m'inlíonta
m'eilean m'oileán
m'eileanan m'oileáin
m'eileanan m'oileán
m'eilein m'oileáin
m'eisdeachd m'éisteacht
m'eisdeachd m'éisteachta
m'eiseimpleir sampla
m'eiseimpleirean samplaí
m'eisg m'iasc
m'eisg m'éisc
m'eisimplear sampla
m'eisimplearan samplaí
m'eisimpleir sampla
m'eisimpleirean samplaí
m'eisimplir sampla
m'eisimplirean samplaí
m'eisteachd m'éisteacht
m'eisteachd m'éisteachta
m'eudach m'éadach
m'eudaich m'éadaigh
m'eudaich m'éadaí
m'eòlaiche m'eolaí
m'eòlaichean m'eolaithe
m'iac geac
m'iaca geaca
m'iacan geacanna
m'iall m'iall
m'iallan m'iallacha
m'ialtag m'ialtóg
m'ialtagan m'ialtóg
m'ialtagan m'ialtóga
m'ialtaig m'ialtóige
m'iar-cheumnach m'iarchéimí
m'iar-cheumnaich m'iarchéimithe
m'iar-cheumnaich m'iarchéimí
m'iarainn m'iarainn
m'iarann m'iarann
m'iarannan m'iarainn
m'iarannan m'iarann
m'iarla m'iarla
m'iarlachan m'iarlaí
m'iarlachd m'iarlacht
m'iarlachd m'iarlachta
m'iarlan m'iarlaí
m'iarradair m'iarrthóir
m'iarradair m'iarrthóra
m'iarradairean m'iarrthóirí
m'iarrainn m'iarainn
m'iarrann m'iarann
m'iarrannan m'iarainn
m'iarrannan m'iarann
m'iaruinn m'iarainn
m'iarunn m'iarann
m'iarunnan m'iarainn
m'iarunnan m'iarann
m'iasg m'iasc
m'iasgair m'iascaire
m'iasgaireachd m'iascaireacht
m'iasgaireachd m'iascaireachta
m'iasgairean m'iascairí
m'ifrinn m'ifreann
m'ifrinne m'ifrinn
m'ime m'ime
m'iom-thionndadh m'inbhéartú
m'iom-thionndaidh m'inbhéartaithe
m'iomad m'iolraí
m'iomadan m'iolraithe
m'iomaid m'iolraí
m'obrachadh m'oibriú
m'obrachaidh m'oibrithe
m'obraiche m'oibrí
m'obraichean m'oibrithe
m'ochdnair m'ochtair
m'ochdnar m'ochtar
m'ochdnaran m'ochtair
m'ochdnaran m'ochtar
m'oidhch' m'oíche
m'oidhche m'oíche
m'oidhcheannan m'oícheanta
m'oifig m'oifig
m'oifige m'oifige
m'oifigeach m'oifigeach
m'oifigean m'oifigí
m'oifigear m'oifigeach
m'oifigearan m'oifigeach
m'oifigearan m'oifigigh
m'oifigeir m'oifigigh
m'oifigich m'oifigeach
m'oifigich m'oifigigh
m'oifis m'oifig
m'oifise m'oifige
m'oifisean m'oifigí
m'oilean m'oiliúint
m'oileanan m'oiliúintí
m'oilein m'oiliúna
m'oilthigh m'ollscoil
m'oilthigh m'ollscoile
m'oilthighe m'ollscoile
m'oilthighean m'ollscoileanna
m'oirfideach m'oirfideach
m'oirfidich m'oirfideach
m'oirfidich m'oirfidigh
m'orain m'amhráin
m'orain m'amhrán
m'oran m'amhrán
m'orcastra ceolfhoireann
m'orcastra ceolfhoirne
m'orcastrathan ceolfhoirne
m'ortha m'ortha
m'os-tilgeadair m'osteilgeoir
m'os-tilgeadair m'osteilgeora
m'os-tilgeadairean m'osteilgeoirí
m'ospadail m'ospidéil
m'ospadal m'ospidéal
m'ospadalan m'ospidéal
m'ospadalan m'ospidéil
m'othair m'othrais
m'othar m'othras
m'otharan m'othrais
m'otharan m'othras
m'Àird m'Aird
m'Àisia m'Áise
m'Àisianach m'Áiseach
m'Àisianaich m'Áiseach
m'Àisianaich m'Áisigh
m'Àrd m'Ard
m'Èire m'Éire
m'Èireann m'Éireann
m'Èireannach m'Éireannach
m'Èireannaich m'Éireannach
m'Èireannaich m'Éireannaigh
m'Èirinn m'Éire
m'Èirinn m'Éireann
m'Éireannach m'Éireannach
m'Éireannaich m'Éireannach
m'Éireannaich m'Éireannaigh
m'Òrain m'Amhráin
m'Òran m'Amhrán
m'àbhachd m'ábhacht
m'àbhachd m'ábhachta
m'àbhachdais m'ábhachta
m'àbhachdas m'ábhacht
m'àbhainn m'abhainn
m'àbhaist gnáth
m'àbhaiste gnáith
m'àbhaisteachadh normalú
m'àbhaisteachaidh normalaithe
m'àbhaisteachd nósmhaireacht
m'àbhaisteachd nósmhaireachta
m'àbhaistean gnáth
m'àbhaistean gnátha
m'àibhne m'abhann
m'àibhnichean m'aibhneacha
m'àird m'aird
m'àird m'ard
m'àirde m'aird
m'àirde m'airde
m'àirdean m'airde
m'àirdean m'ard
m'àirdean m'arda
m'àireamh m'uimhir
m'àireamhan m'uimhreacha
m'àireimh m'uimhreach
m'àiridh buaile
m'àiridhean buailte
m'àirigh buaile
m'àirighean buailte
m'àit m'áit
m'àit' m'áit
m'àit' m'áite
m'àite m'áit
m'àite m'áite
m'àiteachan m'áiteanna
m'àiteachean m'áiteanna
m'àitean m'áiteanna
m'àiteannan m'áiteanna
m'àithne m'aithne
m'àithntean m'aitheanta
m'àitichean m'áiteanna
m'àm m'am
m'àma m'ama
m'àmannan m'amanna
m'àrainn limistéar
m'àrainn m'fhearann
m'àrainne limistéir
m'àrainne m'fhearainn
m'àrainneachd timpeallacht
m'àrainneachd timpeallachta
m'àrainneachdan timpeallachtaí
m'àrainnean limistéar
m'àrainnean limistéir
m'àrainnean m'fhearainn
m'àrainnean m'fhearann
m'àrdachadh m'ardú
m'àrdachaidh m'ardaithe
m'àrdachaidhean m'arduithe
m'áit m'áit
m'áite m'áite
m'áitean m'áiteanna
m'ám m'am
m'èill m'éille
m'èisdeachd m'éisteacht
m'èisdeachd m'éisteachta
m'èisg m'iasc
m'èisg m'éisc
m'èisteachd m'éisteacht
m'èisteachd m'éisteachta
m'éisdeachd m'éisteacht
m'éisdeachd m'éisteachta
m'ìbhri m'eabhair
m'ìbhri m'eabhar
m'ìm m'im
m'òrain m'amhráin
m'òrain m'amhrán
m'òran m'amhrán
m'òrdanais m'ordanáis
m'òrdanas m'ordanás
mBarcelona mBarcelona
ma má
ma-thà mar sin
made made
maerl méarla
mair mair
maireach amárach
maireadh maireadh
maireadh mairfeadh
maiream mairim
maireamaid mairfimis
maireamaid mairimis
mairear mairfear
mairear mairtear
mairibh mairigí
mairidh mairfidh
mairinn mairfinn
mairte martha
maith maith
maithe maithe
makes makes
many many
map map
math maith
matha maithe
matriculation matriculation
may may
maybe maybe
meal-a-naidheachd comhghairdeas
meal-a-naidheachd comhghairdis
meal-a-naidheachd gcomhghairdeas
meal-a-naidheachd gcomhghairdis
meala-naidheachd comhghairdeas
meala-naidheachd comhghairdis
meala-naidheachd gcomhghairdeas
meala-naidheachd gcomhghairdis
meantoir meantóra
meantor meantóir
meantoran meantóirí
measc measc
meditation meditation
medium medium
mee mee
meetup meetup
men men
mention mention
mercerization mercerization
mestizos mestizos
metro metro
mhain amháin
mhair mair
mhair mhair
mhaireadh maireadh
mhaireadh mhaireadh
mhaireadh mhairfeadh
mhaiream mhairim
mhaireamaid mhairfimis
mhaireamaid mhairimis
mhairear mairfear
mhairear mhairfear
mhairear mhairtear
mhaireas mairfidh
mhaireas mhairfidh
mhairibh mhairigí
mhairidh mhairfidh
mhairinn mhairfinn
mhairte mhartha
mhaith mhaith
mhaithe mhaithe
mhath mhaith
mhatha mhaithe
mheal-a-naidheachd chomhghairdeas
mheal-a-naidheachd chomhghairdis
mheala-naidheachd chomhghairdeas
mheala-naidheachd chomhghairdis
mheantoir mheantóra
mheantor mheantóir
mheantoran mheantóirí
mhiastair bhradmharcach
mhiastair bhradmharcaigh
mhiastairean bhradmharcach
mhiastairean bhradmharcaigh
mhoileasg mhoileasc
mhoileasgan mhoileasc
mhoileasgan mhoilisc
mhoileisg mhoilisc
mhorain mhóráin
mhoran mhórán
mhàin amháin
mhì mé
mhòr-chòrdte móréilimh
mhòrain mhóráin
mhòran mhórán
mi mé
miastair bradmharcach
miastair bradmharcaigh
miastair mbradmharcach
miastair mbradmharcaigh
miastairean bradmharcach
miastairean bradmharcaigh
miastairean mbradmharcach
miastairean mbradmharcaigh
milkshake milkshake
minority minority
mm mm
mneTV mneTV
modernisation modernisation
moileasg moileasc
moileasgan moileasc
moileasgan moilisc
moileisg moilisc
month month
morain móráin
moran mórán
more more
morning morning
most most
motion motion
mouse mouse
mu faoi
much much
museum museum
music music
must must
mutandis mutandis
mutatis mutatis
my my
mygaelic mygaelic
màireach amárach
mé mé
mì mé
mòr-chòrdte móréilimh
mòrain móráin
mòran mórán
mó mó
n'as níos
n-Abchais nAbcáise
n-Abchas nAbcáis
n-Abchasach nAbcásach
n-Abchasaich nAbcásach
n-Abchasaich nAbcásaigh
n-Abchasais nAbcáisis
n-Abchasaise nAbcáisise
n-Abhainn nAbhainn
n-Abharsair nÁibhirseoir
n-Abharsair nÁibhirseora
n-Abstoil nAspail
n-Abstol nAspal
n-Abstolan nAspail
n-Abstolan nAspal
n-Acadamaidh nAcadaimh
n-Acadamaidh nAcadamh
n-Afraganach nAfracach
n-Afraganaich nAfracach
n-Afraganaich nAfracaigh
n-Aibhne nAbhann
n-Aimearaga Meiriceá
n-Aimearagaidh Meiriceá
n-Aimearagaidhe Meiriceá
n-Aimearaganach Meiriceánach
n-Aimearaganaich Meiriceánach
n-Aimearaganaich Meiriceánaigh
n-Aimeireaga Meiriceá
n-Aimeireaganach Meiriceánach
n-Aimeireaganaich Meiriceánach
n-Aimeireaganaich Meiriceánaigh
n-Aisia nÁise
n-Alba nAlbain
n-Albainn nAlban
n-Albanach nAlbanach
n-Albanaich nAlbanach
n-Albanaich nAlbanaigh
n-Albann nAlban
n-Albannach nAlbanach
n-Albannaich nAlbanach
n-Albannaich nAlbanaigh
n-Albàinia nAlbáin
n-Albàinia nAlbáine
n-Albàinianach nAlbánach
n-Albàinianaich nAlbánach
n-Albàinianaich nAlbánaigh
n-Amaireaganach Meiriceánach
n-Amaireaganaich Meiriceánach
n-Amaireaganaich Meiriceánaigh
n-Ameireaga Meiriceá
n-Ameireagaidh Meiriceá
n-Ameireaganach Meiriceánach
n-Ameireaganaich Meiriceánach
n-Ameireaganaich Meiriceánaigh
n-Americanach Meiriceánach
n-Americanaich Meiriceánach
n-Americanaich Meiriceánaigh
n-Angola nAngóla
n-Angòla nAngóla
n-Angòlach nAngólach
n-Angòlaich nAngólach
n-Angòlaich nAngólaigh
n-Angóla nAngóla
n-Angólach nAngólach
n-Angólaich nAngólach
n-Angólaich nAngólaigh
n-Astràilianach nAstrálach
n-Astràilianaich nAstrálach
n-Astràilianaich nAstrálaigh
n-Athair nAthair
n-Athar nAthar
n-Eabhra nEabhrais
n-Eabhra nEabhraise
n-Eabhrach nEabhrach
n-Eabhraich nEabhrach
n-Eabhraich nEabhraigh
n-Eabhraidheach nIosraeilíteach
n-Eabhraidhich nIosraeilíteach
n-Eabhraidhich nIosraeilítigh
n-Eabhrais nEabhrais
n-Eabhrais nEabhraise
n-Eacuador nEacuadór
n-Eadailt nIodáil
n-Eadailt nIodáile
n-Eadailteach nIodálach
n-Eadailtich nIodálach
n-Eadailtich nIodálaigh
n-Eadar-lìn nIdirlín
n-Eadar-lìon nIdirlíon
n-Eadarlìn nIdirlín
n-Eadarlìon nIdirlíon
n-Ecuador nEacuadór
n-Eilbheiseach nEilvéiseach
n-Eilbheisich nEilvéiseach
n-Eilbheisich nEilvéisigh
n-Eilean nOileán
n-Eileanan nOileáin
n-Eileanan nOileán
n-Eilein nOileáin
